1E-10	10000	0
0.103448275958621	10000	0
0.206896551817241	9854	0
0.310344827675862	10000	0
0.413793103534483	10000	0
0.517241379393103	10000	0
0.620689655251724	7850	0
0.724137931110345	10000	1.39868682141252E-10
0.827586206968966	10000	0
0.931034482827586	5807	0
1.03448275868621	10000	0
1.13793103454483	7527	0
1.24137931040345	10000	0
1.34482758626207	4796	0
1.44827586212069	10000	0
1.55172413797931	10000	0
1.65517241383793	10000	0
1.75862068969655	4786	0
1.86206896555517	10000	0
1.96551724141379	3731	0
2.06896551727241	7106	0
2.17241379313103	9215	0
2.27586206898965	10000	0
2.37931034484827	2723	4.93038065763132E-32
2.4827586207069	10000	0
2.58620689656552	10000	0
2.68965517242414	10000	0
2.79310344828276	6235	0
2.89655172414138	5474	0
3	8985	0
