1	1	109459856.73304
11	11	154.911867067628
21	21	0.888202534344465
31	31	14.2354782992909
41	41	120.236583277348
51	51	398.02764492845
61	61	526.010107081088
71	71	238.111066990582
81	81	40.3323896110836
91	91	0.113610892986571
101	101	0.057799519230366
111	111	10.3618145168422
121	121	110.141898172006
131	131	0.044269274280639
141	141	0.000752013571938482
151	151	0.0128528476534366
161	161	0.0046184386879669
171	171	0.411195684755577
181	181	16.4906176488902
191	191	5.00484510875897E-05
201	201	0.000104040687071443
211	211	72.4441079703627
221	221	852.585363221811
231	231	15.902973104993
241	241	0.326090423604622
251	251	21.1855239001432
261	261	106.071326859933
271	271	0.0390446546334725
281	281	0.0177808358998301
291	291	0.0221484258289748
301	301	1.01224029068941E-05
311	311	227.099245855603
321	321	0.00182621928125856
331	331	3.51815661699758E-07
341	341	1.41800113481511E-08
351	351	1.76922135340635E-07
361	361	1.06931564959017E-05
371	371	0.000456902181371625
381	381	1.56177643203359E-05
391	391	1.72958724871225E-05
401	401	1.63242689421206E-05
411	411	3.35588891778942E-05
421	421	45.7050056580243
431	431	3.17031113373703E-08
441	441	0.00745346193286958
451	451	1130.43844753541
461	461	0.00515840867116182
471	471	5.64392026713758E-05
481	481	7.15092412745769E-08
491	491	358.634264587966
501	501	2.72848550917212E-06
511	511	1.81290164111576
521	521	920.132283887306
531	531	0.0194942265076637
541	541	0.011091427177821
551	551	2.57494313498844E-08
561	561	9.29959519661798E-09
571	571	0.000613017102429489
581	581	1.65777723692427E-10
591	591	0.000144167095595419
601	601	1.82290830436171E-09
611	611	176.014294184647
621	621	23.9803966642449
631	631	1.31703180335274E-10
641	641	15.0508979486166
651	651	0.000211294485648392
661	661	5.30682503278687E-10
671	671	0.00711588647449951
681	681	4.40795369681767E-11
691	691	4.1742834010455
701	701	1.03918668814435E-10
711	711	34.5333048706
721	721	8.53345747524378E-07
731	731	1.52448009337496E-06
741	741	16.832490978199
751	751	1.00219889737421E-10
761	761	144.990904841757
771	771	2.22118381256272E-12
781	781	6.99903667829749
791	791	153.35508441116
801	801	3.5083072680435E-07
811	811	1.46073682360523E-07
821	821	610.764406251331
831	831	2.46267685245E-11
841	841	1.59938447565388E-13
851	851	1.10335131551826E-06
861	861	0.000203014703793973
871	871	3.44838895007113E-10
881	881	3.06738861584491E-08
891	891	0.141478092594792
901	901	0.191708845233242
911	911	1.41977538035703E-08
921	921	2.83534211157652E-16
931	931	0.078177085888797
941	941	3.59819162060883E-13
951	951	91.4784659002512
961	961	528.336321224856
971	971	6.05699002951314E-13
981	981	2.66014389703063E-14
991	991	1.25013324868436E-19
1001	1001	9.00698878129923E-17
1011	1011	1.61738587747157E-10
1021	1021	0.000121917304318887
1031	1031	1.19103641016204E-05
1041	1041	363.893481761144
1051	1051	1.210745449345E-17
1061	1061	5.37919083091934E-16
1071	1071	7.61401328656506E-14
1081	1081	14.4810158491833
1091	1091	1.54217167320286E-11
1101	1101	9.84030046013345E-15
1111	1111	1.46038676606083E-15
1122	1122	7.97190893779056E-16
1132	1132	2.55784789846011E-12
1142	1142	56.6177306691809
1152	1152	1043.84240059778
1162	1162	744.541637045735
1172	1172	5.49468249748332E-12
1182	1182	3.00714899130953E-16
1192	1192	2.762095960501E-07
1202	1202	1.98248587246013E-15
1212	1212	7.51755789461418E-16
1222	1222	0.00266746426180403
1232	1232	0.000744817135516838
1242	1242	7.93678758129897E-13
1252	1252	3.40729030557621E-17
1262	1262	7.02374342666836E-17
1272	1272	7.77990003386594E-17
1282	1282	6.06866310421356E-14
1292	1292	2.303255156377E-09
1302	1302	9.44071307764803E-17
1312	1312	2.56681742870647E-11
1322	1322	6.42137879341061E-12
1332	1332	7.80700254381976E-15
1342	1342	6.32199722151755E-14
1352	1352	7.6833445661334
1362	1362	2.49225818386577E-06
1372	1372	3.81283066052963E-07
1382	1382	7.13590701707638E-12
1392	1392	4.6996992278641E-12
1402	1402	9.2895080600513E-07
1412	1412	0.000284862468200282
1422	1422	7.20235370562577E-17
1432	1432	9.11685657185277E-16
1442	1442	1.08712259493271E-19
1452	1452	1.88792341509147E-19
1462	1462	3.19358385182997E-17
1472	1472	2.91431465813992E-17
1482	1482	2.57704310441938E-20
1492	1492	2.77112212170495E-19
1502	1502	1.26244960055507E-17
1512	1512	1.16643218880037E-12
1522	1522	1.05343459997857E-16
1532	1532	8.97154838199002E-22
1542	1542	9.48711779009743E-08
1552	1552	2.86786346628423E-20
