10 3.47675069524644 0.568346087975915 0.33515804165665 0.316227766016838 2.59181393921158 0 0.549778714378214
20 3.31343584099519 0.39573588906351 0.171843187405392 0.223606797749979 2.86670329640069 0 0.274889357189107
50 2.83988543547207 0.24045485317664 0.301707218117719 0.14142135623731 2.99629399336127 0 0.145298660228528
100 2.93213469581695 0.181315002369792 0.209457957772847 0.1 3.06894332347553 0 0.0726493301142637
200 3.36546103464852 0.123766799160075 0.223868381058731 0.0707106781186548 3.10526798853266 0 0.0363246650571321
500 3.0857543353698 0.0801973062799479 0.0558383182199917 0.0447213595499958 3.12617921463312 0 0.0154134389566751
1000 3.1394354091431 0.0569138017681128 0.00215724444669263 0.0316227766016838 3.13388593411146 0 0.00770671947833712
2000 3.10943788130166 0.0410798258911505 0.0321547722881315 0.0223606797749979 3.13773929385062 0 0.00385335973916856
5000 3.17581344293981 0.0258684526524136 0.034220789350019 0.014142135623731 3.13944385330212 0 0.00214880028766995
10000 3.11697151276451 0.0181506783454234 0.0246211408252801 0.01 3.14051825344596 0 0.00107440014383497
20000 3.14100131858928 0.0128172203345079 0.000591335000508675 0.00707106781186548 3.14105545351788 0 0.000537200071917709
50000 3.12457365322107 0.00810683613434882 0.0170190003687236 0.00447213595499958 3.14132853277773 0 0.000264120812058177
100000 3.14646025375152 0.00573159030164383 0.00486760016172427 0.00316227766016838 3.14146059318376 0 0.000132060406029311
200000 3.13979714151676 0.00405464604322545 0.00179551207303064 0.00223606797749979 3.14152662338678 0 6.60302030142113E-05
500000 3.13929737009102 0.00256355847022956 0.00229528349877572 0.0014142135623731 3.14156607813963 0 2.6575450160049E-05
1000000 3.14271527219022 0.00181317358723216 0.00112261860042961 0.001 3.14157936586471 0 1.32877250798025E-05
2000000 3.14327804299794 0.00128250662725862 0.00168538940814189 0.000707106781186548 3.14158600972725 0 6.64386253967919E-06
5000000 3.14174410845539 0.000811543360540569 0.000151454865599643 0.000447213595499958 3.14158904663531 0 3.6069544875339E-06
10000000 3.14173796115283 0.00057358113822645 0.000145307563032659 0.000316227766016838 3.14159085011255 0 1.80347724398899E-06
